household_id,state,husband_age,husband_total_income,wife_age,wife_total_income
515068,Oregon,25,19100,NA,NA
515397,Washington,44,26000,NA,NA
517366,Oregon,NA,NA,59,0
517395,Washington,48,15000,NA,NA
517946,Oregon,NA,NA,65,49100
519781,Washington,58,60000,NA,NA
519923,Oregon,NA,NA,35,0
520809,Oregon,NA,NA,47,14000
522224,Washington,NA,NA,61,89000
522872,Washington,NA,NA,84,0
524105,Washington,40,13800,NA,NA
525246,Oregon,55,406030,NA,NA
526491,Washington,NA,NA,30,60030
527949,Washington,NA,NA,38,0
529162,Washington,46,40000,NA,NA
530798,Washington,38,32000,NA,NA
530811,Washington,NA,NA,45,117000
531673,Washington,NA,NA,33,9000
531865,Oregon,41,15000,NA,NA
534894,Oregon,27,41300,NA,NA
535956,Oregon,64,28800,NA,NA
536302,Oregon,74,66800,NA,NA
537062,Washington,76,55500,60,110000
537893,Oregon,41,60000,NA,NA
538333,Washington,44,65000,NA,NA
540964,Oregon,NA,NA,50,22000
540991,Oregon,NA,NA,58,0
542055,Oregon,72,37200,NA,NA
542100,Oregon,85,14400,NA,NA
544106,Washington,57,117600,NA,NA
544618,Oregon,NA,NA,35,0
545014,Oregon,65,70000,NA,NA
545908,Oregon,NA,NA,52,106000
546371,Washington,75,2700,NA,NA
547168,Oregon,47,36000,NA,NA
547428,Oregon,NA,NA,27,36000
548135,Oregon,NA,NA,31,6000
548758,Oregon,44,60000,NA,NA
548959,Washington,NA,NA,35,60000
549791,Washington,74,11000,NA,NA
550162,Oregon,NA,NA,33,85000
550847,Washington,57,31000,NA,NA
551064,Washington,77,37900,NA,NA
552058,Oregon,56,84000,NA,NA
553355,Oregon,NA,NA,58,130100
555062,Oregon,NA,NA,62,15750
555265,Washington,NA,NA,25,56000
555865,Washington,68,55800,NA,NA
556375,Washington,NA,NA,57,0
557602,Washington,27,58000,NA,NA
558505,Washington,72,79900,NA,NA
559554,Oregon,39,25000,NA,NA
559836,Washington,59,25700,NA,NA
561327,Oregon,NA,NA,56,24000
561426,Washington,NA,NA,56,0
561521,Oregon,67,13000,NA,NA
562030,Washington,35,40210,NA,NA
562611,Washington,41,90000,NA,NA
562666,Oregon,NA,NA,64,57001
564743,Washington,NA,NA,42,45000
564799,Washington,NA,NA,59,60000
565578,Washington,NA,NA,52,60000
565640,Oregon,37,32000,NA,NA
566425,Oregon,55,50000,NA,NA
566682,Oregon,59,7400,NA,NA
567458,Oregon,NA,NA,47,0
568532,Oregon,NA,NA,41,80
568819,Oregon,NA,NA,58,13400
570441,Oregon,NA,NA,40,0
570598,Oregon,39,49230,NA,NA
570716,Washington,68,21000,NA,NA
570754,Oregon,NA,NA,65,3900
571311,Washington,NA,NA,69,3200
573369,Oregon,NA,NA,67,88600
574115,Washington,NA,NA,55,28600
575288,Washington,25,50000,NA,NA
576642,Oregon,78,16200,NA,NA
577348,Washington,NA,NA,61,25000
577572,Washington,72,49200,NA,NA
578146,Washington,NA,NA,66,55000
578658,Oregon,36,50000,NA,NA
578992,Oregon,NA,NA,37,0
579180,Oregon,NA,NA,40,122400
581900,Washington,53,70,NA,NA
582111,Oregon,NA,NA,68,2600
583195,Washington,53,117400,NA,NA
583363,Washington,NA,NA,69,10000
583881,Washington,54,25000,NA,NA
584291,Oregon,NA,NA,33,87000
584327,Oregon,NA,NA,34,102000
585955,Oregon,NA,NA,75,30000
586259,Washington,79,30100,NA,NA
586852,Oregon,28,38500,NA,NA
588181,Oregon,57,119700,NA,NA
588847,Washington,NA,NA,32,52000
590978,Oregon,NA,NA,33,50000
591354,Oregon,NA,NA,56,4000
591567,Oregon,69,205000,NA,NA
591741,Washington,57,18400,NA,NA
592128,Oregon,44,50000,NA,NA
595435,Washington,NA,NA,53,118000
598281,Washington,NA,NA,79,10500
599444,Washington,45,45000,44,21000
599936,Washington,NA,NA,63,9900
602001,Washington,55,75000,NA,NA
602217,Oregon,NA,NA,66,48800
602662,Oregon,41,19000,NA,NA
603115,Washington,46,30500,NA,NA
603464,Oregon,NA,NA,72,63200
603634,Washington,63,132000,NA,NA
605273,Washington,NA,NA,88,9600
608074,Oregon,NA,NA,72,11300
608274,Oregon,NA,NA,40,5200
608397,Washington,39,60000,NA,NA
610869,Oregon,39,33600,NA,NA
611263,Oregon,NA,NA,36,18000
611380,Washington,66,96000,NA,NA
611820,Washington,37,34000,NA,NA
612069,Washington,47,65000,NA,NA
613162,Washington,NA,NA,37,3810
613778,Oregon,NA,NA,35,18000
613956,Oregon,NA,NA,39,15200
614271,Oregon,68,80400,NA,NA
614296,Oregon,66,141000,67,143000
614325,Oregon,NA,NA,60,5200
615385,Washington,69,141700,NA,NA
616812,Washington,NA,NA,60,2000
620045,Washington,NA,NA,60,18000
622087,Oregon,NA,NA,28,0
622924,Washington,62,52000,NA,NA
626574,Washington,30,39540,NA,NA
626661,Washington,51,106000,NA,NA
626960,Washington,47,78000,NA,NA
627789,Washington,59,63000,NA,NA
629055,Washington,NA,NA,45,89000
631047,Oregon,76,71000,NA,NA
631576,Washington,NA,NA,38,40000
631668,Oregon,NA,NA,42,2500
631859,Washington,63,87000,NA,NA
633123,Oregon,NA,NA,42,52000
633887,Washington,57,50000,NA,NA
636627,Washington,69,53800,NA,NA
636906,Oregon,51,54000,NA,NA
637686,Washington,NA,NA,52,0
637802,Washington,NA,NA,80,9100
637884,Oregon,NA,NA,27,14400
638516,Oregon,NA,NA,31,0
641613,Washington,NA,NA,39,12000
642265,Oregon,60,20000,NA,NA
644369,Washington,50,100000,NA,NA
644513,Oregon,NA,NA,58,11500
645251,Washington,NA,NA,49,67000
645351,Washington,69,43000,NA,NA
645866,Washington,NA,NA,62,30070
645937,Washington,61,64000,NA,NA
647100,Washington,NA,NA,66,33000
647827,Washington,60,53000,NA,NA
649319,Washington,NA,NA,40,60000
650675,Washington,NA,NA,54,25000
650713,Washington,69,39600,NA,NA
650973,Oregon,NA,NA,65,2600
651594,Washington,62,10000,NA,NA
651909,Oregon,38,6000,NA,NA
651984,Oregon,90,26700,NA,NA
652930,Oregon,56,95500,NA,NA
653837,Washington,NA,NA,31,35000
654916,Washington,NA,NA,72,7020
656104,Oregon,38,57000,NA,NA
656304,Oregon,54,73000,NA,NA
659228,Washington,NA,NA,59,300
659423,Washington,NA,NA,35,72000
659433,Washington,NA,NA,37,24200
659797,Washington,NA,NA,46,35000
660226,Washington,NA,NA,70,15400
660268,Oregon,NA,NA,57,45000
661646,Oregon,34,57010,NA,NA
663340,Oregon,46,89000,NA,NA
663968,Washington,69,48000,NA,NA
664115,Oregon,64,47000,NA,NA
664514,Oregon,NA,NA,64,2300
664830,Washington,37,75000,NA,NA
665199,Oregon,NA,NA,50,75000
665250,Oregon,42,120500,NA,NA
666466,Washington,NA,NA,63,52000
667168,Washington,NA,NA,37,30000
667220,Washington,NA,NA,68,16500
667355,Washington,NA,NA,63,22000
667841,Washington,NA,NA,54,67000
668004,Oregon,NA,NA,59,52000
668437,Oregon,38,61000,NA,NA
669049,Oregon,52,31200,NA,NA
669190,Oregon,77,53900,NA,NA
670902,Oregon,55,110500,53,31800
671008,Washington,NA,NA,63,12000
671441,Washington,NA,NA,76,30500
672791,Washington,NA,NA,43,90000
674291,Oregon,51,90000,NA,NA
674782,Oregon,NA,NA,36,0
674990,Washington,NA,NA,31,60000
675603,Oregon,NA,NA,37,76020
675836,Washington,42,175000,NA,NA
675905,Oregon,NA,NA,48,254000
676413,Washington,NA,NA,62,17400
678628,Washington,54,126000,NA,NA
678696,Oregon,NA,NA,68,87400
679189,Oregon,NA,NA,47,53000
679325,Washington,26,9000,NA,NA
680297,Oregon,NA,NA,75,11600
681417,Oregon,59,210000,NA,NA
681494,Oregon,52,406000,NA,NA
681785,Washington,37,120000,NA,NA
681826,Oregon,NA,NA,71,43000
682379,Washington,53,140500,NA,NA
682427,Oregon,65,19380,NA,NA
682614,Oregon,NA,NA,70,13000
682730,Washington,75,30900,NA,NA
682888,Oregon,NA,NA,33,130
683457,Washington,67,8100,NA,NA
684620,Washington,56,5500,NA,NA
685144,Washington,NA,NA,59,0
685174,Oregon,NA,NA,71,126000
685878,Washington,NA,NA,44,0
685982,Washington,79,59000,NA,NA
686654,Washington,46,32000,NA,NA
688820,Washington,NA,NA,48,13500
689445,Washington,NA,NA,52,27100
690673,Oregon,NA,NA,49,34700
691309,Washington,NA,NA,52,120000
696070,Washington,NA,NA,55,229000
697423,Washington,45,63000,NA,NA
697445,Washington,NA,NA,52,1200
699335,Oregon,NA,NA,29,0
699439,Oregon,NA,NA,32,0
699491,Washington,NA,NA,46,0
699599,Oregon,NA,NA,71,42600
701169,Oregon,63,165500,61,0
701245,Washington,NA,NA,55,72000
701262,Oregon,NA,NA,60,115000
701485,Oregon,40,31000,NA,NA
702500,Oregon,67,16800,NA,NA
702662,Washington,NA,NA,60,47000
707273,Oregon,NA,NA,77,28500
707736,Oregon,62,36800,NA,NA
707777,Washington,26,40000,NA,NA
709494,Washington,50,31000,NA,NA
709874,Washington,33,35000,NA,NA
710134,Oregon,NA,NA,32,25000
710516,Washington,NA,NA,74,7000
710967,Oregon,78,16600,NA,NA
711017,Oregon,NA,NA,27,32000
711028,Washington,52,58000,NA,NA
711068,Washington,40,34000,NA,NA
711082,Washington,42,108400,NA,NA
711139,Washington,NA,NA,71,14000
711197,Washington,NA,NA,61,22200
711268,Oregon,NA,NA,52,35000
711446,Oregon,NA,NA,67,41900
711951,Oregon,75,15000,NA,NA
711978,Oregon,NA,NA,44,50000
717832,Washington,85,25400,NA,NA
719501,Washington,51,20300,NA,NA
721596,Oregon,NA,NA,34,80000
721923,Washington,NA,NA,46,34000
722572,Washington,52,115030,NA,NA
723446,Oregon,NA,NA,43,9600
724281,Washington,33,85000,NA,NA
724632,Oregon,NA,NA,45,25000
726013,Washington,NA,NA,65,650
726292,Washington,NA,NA,21,18000
726921,Oregon,29,80000,NA,NA
727399,Oregon,NA,NA,61,90000
728897,Oregon,NA,NA,33,27800
730145,Oregon,37,51000,NA,NA
730522,Oregon,34,70000,NA,NA
730667,Oregon,NA,NA,41,38000
731987,Washington,NA,NA,72,21560
733477,Oregon,NA,NA,68,10500
734038,Washington,NA,NA,30,0
734112,Washington,NA,NA,69,11940
735663,Washington,78,18800,NA,NA
736132,Oregon,45,35400,NA,NA
736723,Oregon,NA,NA,44,50000
736835,Oregon,NA,NA,62,14000
737045,Washington,NA,NA,52,50000
737408,Oregon,77,1500,NA,NA
738391,Oregon,NA,NA,56,48000
739092,Oregon,NA,NA,34,62000
742237,Oregon,82,44700,NA,NA
744321,Oregon,57,100000,NA,NA
747217,Washington,NA,NA,45,4100
748129,Washington,43,88000,NA,NA
748377,Oregon,58,49204,NA,NA
748594,Washington,NA,NA,64,0
749394,Oregon,47,100000,NA,NA
750193,Washington,34,40800,NA,NA
750252,Oregon,NA,NA,52,66000
750648,Washington,NA,NA,53,0
750972,Washington,NA,NA,31,31000
753000,Washington,NA,NA,35,0
754582,Oregon,54,6000,NA,NA
755140,Washington,56,80000,NA,NA
755561,Oregon,73,33400,NA,NA
757738,Washington,34,44000,NA,NA
758247,Washington,NA,NA,49,18900
759796,Washington,NA,NA,44,0
761046,Washington,69,15480,NA,NA
761494,Washington,34,82000,NA,NA
763385,Oregon,39,58000,NA,NA
763422,Oregon,42,35000,NA,NA
764232,Oregon,NA,NA,58,26700
764922,Oregon,NA,NA,48,42000
765032,Oregon,40,32000,NA,NA
765730,Washington,NA,NA,42,0
766334,Washington,81,22500,NA,NA
766764,Washington,51,75700,NA,NA
767079,Washington,57,40000,49,27000
768159,Washington,39,25000,NA,NA
769706,Washington,NA,NA,76,54900
769750,Oregon,NA,NA,38,8000
769953,Washington,54,60000,NA,NA
771685,Washington,NA,NA,62,45000
771790,Washington,NA,NA,52,0
772432,Washington,NA,NA,64,36100
773674,Washington,31,48000,NA,NA
773879,Oregon,58,28000,NA,NA
774087,Washington,NA,NA,57,38200
774727,Oregon,65,40000,NA,NA
775040,Washington,65,40800,NA,NA
776964,Washington,NA,NA,47,80000
776968,Washington,27,40000,NA,NA
777136,Oregon,NA,NA,60,45720
778414,Oregon,NA,NA,41,6000
779068,Oregon,80,13000,NA,NA
781336,Washington,43,170200,NA,NA
782105,Washington,40,220000,NA,NA
782122,Oregon,72,18800,NA,NA
782914,Washington,NA,NA,66,1000
782936,Oregon,NA,NA,45,48400
783037,Washington,69,18500,NA,NA
784254,Washington,NA,NA,33,38500
784461,Washington,NA,NA,63,45001
784976,Oregon,38,173000,NA,NA
786169,Oregon,NA,NA,43,9600
786829,Washington,54,0,NA,NA
788112,Oregon,81,64000,NA,NA
788147,Washington,NA,NA,26,0
789887,Oregon,50,101200,NA,NA
790088,Washington,38,118900,NA,NA
790544,Oregon,NA,NA,39,10000
790779,Washington,NA,NA,56,72000
790899,Oregon,45,21100,NA,NA
791663,Oregon,29,22000,NA,NA
792115,Oregon,47,61020,NA,NA
792390,Oregon,NA,NA,68,9400
792510,Washington,NA,NA,61,6700
793319,Washington,78,40400,NA,NA
793442,Oregon,33,411000,NA,NA
793864,Washington,52,60000,NA,NA
793930,Washington,54,52000,NA,NA
794778,Washington,62,64000,NA,NA
794891,Washington,NA,NA,39,45000
795094,Washington,38,40000,NA,NA
795670,Oregon,62,5000,NA,NA
796225,Washington,31,76000,NA,NA
796864,Oregon,75,41400,NA,NA
797191,Oregon,NA,NA,71,5200
797409,Washington,NA,NA,30,19000
798599,Washington,NA,NA,49,75000
799377,Oregon,71,47000,NA,NA
800420,Washington,NA,NA,51,132000
800739,Washington,46,96000,NA,NA
800821,Washington,NA,NA,35,0
802980,Oregon,72,28720,NA,NA
803201,Oregon,NA,NA,55,6900
805527,Oregon,NA,NA,44,32000
805548,Washington,31,45000,NA,NA
806230,Oregon,48,60001,NA,NA
806292,Washington,57,70000,NA,NA
806364,Washington,76,30000,NA,NA
807126,Oregon,75,17630,NA,NA
807450,Washington,NA,NA,56,25200
807744,Washington,NA,NA,61,15000
808749,Washington,50,40000,NA,NA
811130,Oregon,35,40000,NA,NA
814491,Oregon,NA,NA,60,155000
815140,Washington,67,66300,NA,NA
816048,Washington,68,87000,NA,NA
816709,Oregon,NA,NA,37,42000
817287,Oregon,71,154750,NA,NA
817981,Oregon,71,15000,NA,NA
818036,Oregon,41,40000,NA,NA
818061,Oregon,66,84600,NA,NA
818395,Washington,57,51300,NA,NA
821956,Washington,78,9180,NA,NA
823560,Oregon,71,71400,NA,NA
823901,Oregon,NA,NA,56,33600
825077,Washington,NA,NA,38,0
825157,Oregon,38,80000,NA,NA
825842,Washington,77,32560,NA,NA
827396,Washington,63,50000,NA,NA
829916,Washington,61,83000,NA,NA
830628,Washington,NA,NA,39,25000
831565,Oregon,NA,NA,64,2500
831852,Oregon,58,66000,NA,NA
832015,Washington,NA,NA,67,64810
833713,Washington,64,27000,NA,NA
834224,Washington,30,80000,NA,NA
834673,Oregon,35,115000,NA,NA
835259,Oregon,NA,NA,60,36000
835778,Washington,79,90400,NA,NA
835846,Washington,46,37200,NA,NA
836505,Oregon,NA,NA,68,14780
836768,Oregon,74,30100,NA,NA
837249,Washington,52,54300,NA,NA
837277,Washington,55,60000,NA,NA
837493,Washington,NA,NA,39,42000
837704,Washington,NA,NA,57,304300
838287,Washington,66,64600,NA,NA
838403,Oregon,NA,NA,45,18000
838904,Washington,NA,NA,55,11300
839377,Washington,42,96000,NA,NA
839826,Oregon,69,67700,NA,NA
840164,Washington,NA,NA,36,64000
840528,Washington,NA,NA,40,22000
840546,Oregon,NA,NA,44,15000
840589,Washington,33,128000,NA,NA
840676,Oregon,NA,NA,70,4500
841226,Washington,69,23900,NA,NA
841956,Oregon,NA,NA,26,20000
843502,Washington,57,120100,NA,NA
844096,Oregon,NA,NA,61,28200
844161,Washington,57,98100,NA,NA
846883,Washington,NA,NA,54,191000
848861,Oregon,NA,NA,63,42900
849303,Oregon,74,97500,75,0
850498,Oregon,33,51000,NA,NA
851149,Washington,59,238200,NA,NA
852654,Oregon,49,57000,NA,NA
853117,Washington,NA,NA,40,86000
855630,Washington,80,21500,NA,NA
857389,Oregon,NA,NA,39,59000
858142,Washington,56,17700,NA,NA
858884,Washington,62,70000,NA,NA
860622,Washington,NA,NA,66,19700
860770,Washington,33,41100,NA,NA
860836,Oregon,NA,NA,54,40000
860855,Oregon,61,255000,NA,NA
861343,Washington,41,190000,NA,NA
861598,Oregon,NA,NA,49,55000
862451,Oregon,NA,NA,65,10300
862885,Washington,64,0,NA,NA
863975,Washington,32,71000,NA,NA
864140,Oregon,NA,NA,59,24000
864327,Oregon,34,49500,NA,NA
865372,Oregon,NA,NA,38,25800
866533,Washington,34,160000,NA,NA
867439,Washington,NA,NA,44,35000
868243,Oregon,NA,NA,70,84304
871626,Washington,NA,NA,74,16500
871677,Washington,NA,NA,46,18800
872874,Oregon,80,17000,NA,NA
874424,Washington,60,40000,NA,NA
874528,Washington,NA,NA,32,10000
876068,Washington,NA,NA,39,106000
876085,Washington,NA,NA,44,0
876117,Washington,69,25900,NA,NA
876867,Oregon,NA,NA,67,11800
877216,Oregon,NA,NA,44,24000
877333,Oregon,39,154000,NA,NA
877559,Oregon,46,1500,NA,NA
877650,Washington,33,51000,NA,NA
877841,Oregon,41,75000,NA,NA
878971,Washington,NA,NA,32,40000
879165,Oregon,73,30000,74,18700
880275,Oregon,NA,NA,46,15600
881557,Oregon,NA,NA,63,7200
884147,Oregon,51,100000,NA,NA
884507,Washington,36,22000,NA,NA
884847,Oregon,NA,NA,67,3600
885050,Oregon,NA,NA,58,92130
885272,Washington,33,11000,NA,NA
886211,Washington,NA,NA,70,7800
889447,Washington,NA,NA,61,25100
889876,Washington,NA,NA,56,200000
890458,Washington,67,112000,NA,NA
890577,Oregon,NA,NA,64,8100
890587,Oregon,64,18100,NA,NA
890833,Oregon,29,44100,NA,NA
891137,Washington,47,70020,NA,NA
891445,Oregon,NA,NA,59,7200
891670,Oregon,NA,NA,28,0
891749,Washington,69,53300,NA,NA
894204,Oregon,44,35000,NA,NA
894881,Washington,46,43000,NA,NA
896342,Washington,NA,NA,39,73190
897808,Oregon,62,40000,NA,NA
897951,Washington,NA,NA,53,48000
898462,Oregon,72,166100,NA,NA
900452,Oregon,56,40300,NA,NA
901165,Washington,45,65000,NA,NA
901499,Washington,66,20000,NA,NA
902215,Washington,50,90000,NA,NA
902575,Oregon,NA,NA,73,12100
903875,Washington,67,12000,NA,NA
905041,Oregon,42,105500,NA,NA
905070,Washington,NA,NA,33,7300
905445,Washington,NA,NA,49,11300
906287,Washington,NA,NA,33,35000
906520,Oregon,NA,NA,60,30000
906997,Washington,90,25100,NA,NA
907953,Washington,68,36400,NA,NA
908495,Oregon,NA,NA,35,30000
908860,Washington,NA,NA,50,10000
909877,Oregon,30,70000,NA,NA
911662,Washington,NA,NA,54,78000
912041,Washington,46,145000,NA,NA
914991,Oregon,52,85000,NA,NA
918629,Washington,60,80000,NA,NA
920448,Oregon,NA,NA,35,0
923034,Washington,NA,NA,44,0
923539,Oregon,87,15500,NA,NA
925588,Washington,NA,NA,46,21000
926795,Washington,NA,NA,56,31200
927142,Oregon,63,65000,NA,NA
928355,Washington,53,60000,NA,NA
929556,Washington,71,154730,NA,NA
930131,Washington,NA,NA,33,30000
930838,Washington,NA,NA,35,50000
932321,Washington,52,56200,NA,NA
932361,Oregon,56,52000,NA,NA
932447,Oregon,55,60000,NA,NA
933965,Washington,NA,NA,40,52050
935424,Washington,NA,NA,35,110000
935487,Washington,52,473000,NA,NA
935691,Washington,NA,NA,40,0
936052,Oregon,88,0,NA,NA
936329,Washington,61,105250,NA,NA
936683,Washington,48,184000,NA,NA
937545,Washington,71,57400,NA,NA
938615,Washington,NA,NA,65,3000
939798,Washington,NA,NA,71,19200
939901,Oregon,NA,NA,55,0
940034,Washington,60,120600,NA,NA
940060,Oregon,52,180000,35,30000
940471,Oregon,39,32200,NA,NA
940667,Oregon,65,56500,NA,NA
942416,Oregon,NA,NA,25,70000
943772,Washington,35,61400,NA,NA
944988,Washington,NA,NA,38,6000
945445,Washington,66,119500,NA,NA
945767,Oregon,NA,NA,76,11800
945851,Oregon,NA,NA,63,10000
946475,Washington,NA,NA,52,20000
948138,Washington,NA,NA,72,23300
949441,Oregon,73,39900,NA,NA
950335,Washington,NA,NA,62,135000
950384,Washington,NA,NA,54,42000
950715,Washington,43,68000,NA,NA
950729,Washington,NA,NA,62,28450
950998,Washington,NA,NA,46,92500
951123,Washington,60,34000,NA,NA
952507,Washington,NA,NA,38,0
953469,Washington,31,52000,NA,NA
953723,Oregon,NA,NA,68,26300
954378,Oregon,NA,NA,80,10400
954420,Washington,62,46000,NA,NA
955783,Oregon,NA,NA,74,12100
955957,Washington,75,50000,NA,NA
956337,Washington,89,13800,NA,NA
957405,Washington,NA,NA,68,15600
957449,Oregon,NA,NA,51,31300
958027,Oregon,84,41480,NA,NA
958407,Oregon,NA,NA,56,15000
960216,Oregon,54,220000,NA,NA
961083,Oregon,NA,NA,49,12000
961197,Oregon,79,28000,NA,NA
961489,Oregon,70,72900,NA,NA
962074,Oregon,63,39000,NA,NA
964299,Oregon,43,16800,NA,NA
965807,Washington,38,0,NA,NA
966003,Oregon,41,19000,NA,NA
966124,Washington,NA,NA,62,3200
966327,Washington,NA,NA,52,63010
966494,Oregon,NA,NA,54,15000
969344,Oregon,46,26700,NA,NA
969537,Oregon,26,6500,NA,NA
969922,Washington,40,56900,NA,NA
971141,Oregon,41,14400,NA,NA
972210,Washington,NA,NA,61,0
973215,Washington,63,75000,NA,NA
973350,Washington,86,51000,NA,NA
976516,Washington,NA,NA,26,38700
976935,Washington,NA,NA,64,55000
977026,Washington,NA,NA,33,38000
978063,Oregon,NA,NA,58,100
978355,Oregon,NA,NA,41,25200
978493,Oregon,NA,NA,34,72000
979216,Oregon,66,67160,NA,NA
979693,Oregon,40,100001,NA,NA
979949,Washington,NA,NA,41,56000
981263,Washington,47,68000,NA,NA
981809,Washington,NA,NA,74,10200
982202,Washington,NA,NA,64,36800
982391,Washington,NA,NA,61,23800
982789,Washington,48,77000,NA,NA
982843,Oregon,NA,NA,39,18000
984921,Washington,NA,NA,73,10120
986345,Oregon,62,30600,NA,NA
987180,Oregon,56,50000,NA,NA
987531,Oregon,NA,NA,26,60000
988897,Washington,NA,NA,34,24000
990810,Washington,77,34900,72,23600
993574,Oregon,39,97000,NA,NA
994457,Oregon,NA,NA,63,770
995158,Oregon,37,164000,35,4000
995459,Washington,31,58000,NA,NA
996289,Oregon,68,122000,NA,NA
996402,Oregon,NA,NA,34,12000
996541,Oregon,NA,NA,74,14400
997421,Washington,NA,NA,55,6000
998305,Oregon,NA,NA,42,25000
998412,Oregon,NA,NA,69,15100
999042,Oregon,57,31600,NA,NA
999180,Washington,73,18300,NA,NA
999679,Oregon,NA,NA,37,0
1001324,Oregon,46,60000,NA,NA
1005463,Washington,54,84000,NA,NA
1007153,Oregon,45,92000,NA,NA
1008288,Oregon,46,0,NA,NA
1008687,Washington,NA,NA,42,54000
1012592,Washington,73,95500,NA,NA
1013267,Oregon,71,42000,NA,NA
1014339,Oregon,67,48200,NA,NA
1014558,Washington,53,467000,NA,NA
1015395,Washington,36,44000,NA,NA
1016029,Washington,37,100000,NA,NA
1016353,Oregon,NA,NA,64,42100
1016479,Oregon,24,43000,NA,NA
1016497,Oregon,34,500,NA,NA
1016548,Washington,NA,NA,47,0
1016624,Oregon,NA,NA,75,7400
1019811,Washington,NA,NA,78,11800
1022923,Washington,NA,NA,39,0
1024168,Washington,NA,NA,71,15600
1025132,Oregon,NA,NA,28,29000
1025751,Washington,85,72600,NA,NA
1025867,Oregon,34,24000,35,12000
1027634,Washington,80,11600,NA,NA
1029039,Oregon,49,23900,NA,NA
1029887,Oregon,55,40000,NA,NA
1030362,Oregon,63,21200,NA,NA
1030498,Washington,32,70000,NA,NA
1030583,Oregon,NA,NA,77,10500
